CF_ID,Jurisdiction,Product,InflowOutflow,Amount(USDk),TimeBucket,LCR_Weight,NSFR_Weight,Date
CF0053,GU,SecurityMaturity,Outflow,-541308.16,8-30d,1.0,0.011525200772710242,2021-04-21
CF0054,BM,SecurityMaturity,Outflow,-420748.26,<2d,1.0,0.0527765376259981,2024-03-01
CF0055,KY,CommitmentDraw,Inflow,2620.19,181-365d,0.25,0.11246875628872721,2022-03-26
CF0056,JE,RetailDeposit,Outflow,-209981.37,>1y,0.0,0.030649990102847857,2019-12-08
CF0057,BM,CommitmentDraw,Outflow,-106902.42,31-90d,0.5,0.643066070470811,2023-01-30
CF0058,KY,LoanRepayment,Inflow,300234.37,<2d,1.0,0.14092082955502283,2024-04-23
CF0059,BM,CorporateDeposit,Inflow,383712.21,<2d,1.0,0.1659353186937943,2023-09-02
CF0060,JE,LoanRepayment,Inflow,65871.34,31-90d,0.5,0.81940982959884,2023-02-14
CF0061,GU,CommitmentDraw,Outflow,-94855.78,8-30d,1.0,0.8407803265606072,2022-10-12
CF0062,KY,LoanRepayment,Outflow,-54304.48,>1y,0.0,0.18935302998145154,2023-09-17
CF0063,KY,LoanRepayment,Inflow,157743.74,31-90d,0.5,0.8705181736585169,2024-02-27
CF0064,BM,CorporateDeposit,Inflow,169198.49,>1y,0.0,0.1662331595422749,2022-11-26
CF0065,GU,CommitmentDraw,Outflow,-41149.14,31-90d,0.5,0.8729327002337708,2019-09-25
CF0066,BM,SecurityMaturity,Inflow,187134.19,8-30d,1.0,0.9613374043201567,2024-05-31
CF0067,KY,CommitmentDraw,Outflow,-36355.14,2-7d,1.0,0.984448542200376,2021-04-14
CF0068,BM,DerivativesCF,Outflow,-110404.38,8-30d,1.0,0.1393350382010854,2021-06-26
CF0069,KY,LoanRepayment,Inflow,193329.2,181-365d,0.25,0.5013430972930888,2021-02-19
CF0070,JE,SecurityMaturity,Outflow,-138413.65,181-365d,0.25,0.0872622007575885,2022-09-21
CF0071,JE,CorporateDeposit,Inflow,175058.48,91-180d,0.5,0.41591476492058843,2024-03-01
CF0072,KY,CommitmentDraw,Inflow,214743.99,8-30d,1.0,0.8870039193909591,2022-07-26
CF0073,BM,DerivativesCF,Outflow,-28999.11,8-30d,1.0,0.898045230375445,2020-05-12
CF0074,GU,CorporateDeposit,Inflow,291634.32,>1y,0.0,0.5784865818547745,2020-03-21
CF0075,BM,RetailDeposit,Outflow,-7290.48,2-7d,1.0,0.3181348389282317,2022-04-05
CF0076,KY,RetailDeposit,Inflow,19186.58,8-30d,1.0,0.6069720373070389,2020-10-20
CF0077,KY,CorporateDeposit,Outflow,-85885.85,2-7d,1.0,0.5816362265332697,2021-02-11
CF0078,KY,LoanRepayment,Inflow,96577.18,31-90d,0.5,0.25286245103806804,2022-11-05
CF0079,GU,CorporateDeposit,Outflow,-152594.33,181-365d,0.25,0.4123693426297198,2023-03-22
CF0080,KY,CorporateDeposit,Outflow,-64448.85,>1y,0.0,0.047256907113270685,2021-03-04
CF0081,BM,CommitmentDraw,Outflow,-310734.82,181-365d,0.25,0.939375483325182,2021-12-08
CF0082,KY,SecurityMaturity,Outflow,-272143.92,91-180d,0.5,0.38731312475045176,2020-08-11
CF0083,KY,CommitmentDraw,Inflow,205719.29,181-365d,0.25,0.3797466332575655,2024-03-12
CF0084,JE,SecurityMaturity,Outflow,-120890.1,8-30d,1.0,0.1615187598180743,2021-12-13
CF0085,BM,CommitmentDraw,Inflow,283347.83,2-7d,1.0,0.7741800174825739,2020-03-18
CF0086,KY,DerivativesCF,Inflow,60181.12,31-90d,0.5,0.7658507982635098,2021-10-20
CF0087,GU,CommitmentDraw,Outflow,-13558.68,2-7d,1.0,0.5408595408269359,2019-12-25
CF0088,BM,LoanRepayment,Outflow,-102257.93,91-180d,0.5,0.5705135202678521,2023-12-03
CF0089,GU,SecurityMaturity,Outflow,-76001.38,91-180d,0.5,0.8562743406700263,2021-12-21
CF0090,JE,CommitmentDraw,Inflow,41815.19,181-365d,0.25,0.33340799114709485,2019-08-14
CF0091,BM,DerivativesCF,Inflow,64070.81,<2d,1.0,0.630040585675124,2021-04-15
CF0092,KY,LoanRepayment,Inflow,182965.62,31-90d,0.5,0.9626438626897038,2023-07-11
CF0093,KY,DerivativesCF,Outflow,-306110.85,91-180d,0.5,0.7566986469624378,2021-04-20
CF0094,BM,CommitmentDraw,Inflow,114541.38,2-7d,1.0,0.053105331371600006,2023-01-16
CF0095,BM,DerivativesCF,Outflow,-241801.12,2-7d,1.0,0.8423014246270097,2023-10-15
CF0096,BM,LoanRepayment,Outflow,-8783.85,31-90d,0.5,0.9776333167287122,2021-02-09
CF0097,JE,RetailDeposit,Outflow,-345105.87,31-90d,0.5,0.36635787251935104,2019-08-22
CF0098,BM,DerivativesCF,Inflow,540090.14,>1y,0.0,0.5709808693230124,2021-03-06
CF0099,BM,CommitmentDraw,Inflow,252388.98,<2d,1.0,0.7650793568790221,2022-06-17
CF0100,KY,DerivativesCF,Outflow,-79452.81,31-90d,0.5,0.7544798701541235,2024-01-01
CF0101,GU,DerivativesCF,Outflow,-81183.83,8-30d,1.0,0.9230303118025669,2020-04-30
CF0102,BM,CommitmentDraw,Inflow,241723.17,8-30d,1.0,0.3954951600809591,2022-07-13
CF0103,BM,RetailDeposit,Inflow,227661.99,31-90d,0.5,0.3777817523137753,2020-11-06
CF0104,JE,CorporateDeposit,Inflow,121040.04,2-7d,1.0,0.27524683479810497,2022-11-21
CF0105,JE,LoanRepayment,Inflow,233441.02,2-7d,1.0,0.9458401518531152,2024-03-08
CF0106,GU,CommitmentDraw,Inflow,103589.39,181-365d,0.25,0.64158412208968,2024-05-07
CF0107,GU,SecurityMaturity,Inflow,131681.57,91-180d,0.5,0.5987115494337587,2019-09-18
CF0108,BM,CommitmentDraw,Outflow,-123592.78,181-365d,0.25,0.6870959178633427,2023-02-26
CF0109,BM,CommitmentDraw,Outflow,-254801.83,91-180d,0.5,0.20254369576495757,2022-11-10
CF0110,BM,SecurityMaturity,Inflow,67334.96,2-7d,1.0,0.6788634629646089,2021-06-21
CF0111,GU,LoanRepayment,Inflow,202773.46,181-365d,0.25,0.4340756065471286,2019-09-11
CF0112,KY,CommitmentDraw,Inflow,252862.82,8-30d,1.0,0.2243453012396286,2021-11-06
CF0113,JE,CommitmentDraw,Inflow,14764.16,2-7d,1.0,0.14138291943018055,2019-10-30
CF0114,BM,CorporateDeposit,Outflow,-445335.39,<2d,1.0,0.21026087190912868,2024-02-01
CF0115,BM,RetailDeposit,Outflow,-69504.42,181-365d,0.25,0.05772675490053236,2023-06-23
CF0116,BM,CorporateDeposit,Outflow,-108117.42,31-90d,0.5,0.12188323530286804,2023-12-20
CF0117,KY,LoanRepayment,Outflow,-19410.25,181-365d,0.25,0.29942953275745465,2023-01-23
CF0118,GU,DerivativesCF,Inflow,46324.58,8-30d,1.0,0.3265619035673095,2021-08-31
CF0119,BM,SecurityMaturity,Outflow,-173661.82,91-180d,0.5,0.5018095678146067,2020-12-07
CF0120,BM,RetailDeposit,Inflow,159428.92,31-90d,0.5,0.45321647066974524,2022-06-04
CF0121,BM,RetailDeposit,Outflow,-40440.17,>1y,0.0,0.5704014396272455,2021-01-04
CF0122,JE,CommitmentDraw,Inflow,47072.1,8-30d,1.0,0.7500752231164316,2024-05-21
CF0123,BM,CorporateDeposit,Outflow,-7222.72,181-365d,0.25,0.6482872775388554,2022-05-04
CF0124,BM,SecurityMaturity,Outflow,-16676.09,181-365d,0.25,0.054288647476203766,2022-03-25
CF0125,JE,CommitmentDraw,Outflow,-59407.83,2-7d,1.0,0.15246463898078133,2020-10-24
CF0126,KY,CorporateDeposit,Outflow,-72936.83,>1y,0.0,0.8423226702058315,2023-10-08
CF0127,BM,CorporateDeposit,Outflow,-180245.37,31-90d,0.5,0.026840942171297066,2024-06-24
CF0128,KY,DerivativesCF,Outflow,-4586.64,>1y,0.0,0.8796207519428086,2024-03-15
CF0129,KY,RetailDeposit,Outflow,-305508.02,8-30d,1.0,0.24282443961542566,2021-10-19
CF0130,KY,CommitmentDraw,Outflow,-36157.07,91-180d,0.5,0.6370454343137273,2019-09-29
CF0131,BM,DerivativesCF,Inflow,95554.53,181-365d,0.25,0.8372010469527875,2021-08-06
CF0132,KY,LoanRepayment,Outflow,-143421.69,31-90d,0.5,0.23020453839236232,2023-08-02
CF0133,JE,CorporateDeposit,Inflow,100657.99,181-365d,0.25,0.4668197081308648,2021-01-07
CF0134,KY,CorporateDeposit,Inflow,228812.71,91-180d,0.5,0.6706155134729271,2022-04-26
CF0135,GU,DerivativesCF,Outflow,-61798.71,91-180d,0.5,0.9980988801634785,2022-10-24
CF0136,BM,RetailDeposit,Inflow,229399.93,8-30d,1.0,0.19684493139385972,2019-08-22
CF0137,GU,DerivativesCF,Outflow,-89315.68,181-365d,0.25,0.4726206248863596,2020-09-20
CF0138,JE,LoanRepayment,Inflow,143245.04,2-7d,1.0,0.12935800223704286,2021-12-17
CF0139,JE,CorporateDeposit,Outflow,-78368.95,181-365d,0.25,0.6721782837977514,2021-07-17
CF0140,BM,CorporateDeposit,Inflow,135661.83,2-7d,1.0,0.7755998894993955,2020-05-02
CF0141,BM,SecurityMaturity,Outflow,-175848.43,91-180d,0.5,0.16251154527430878,2019-12-29
CF0142,BM,DerivativesCF,Outflow,-157155.05,8-30d,1.0,0.12911516175122173,2020-06-10
CF0143,BM,SecurityMaturity,Inflow,162453.32,91-180d,0.5,0.3449662611830028,2022-11-27
CF0144,GU,DerivativesCF,Inflow,280753.42,31-90d,0.5,0.02848616560680528,2019-11-02
CF0145,JE,RetailDeposit,Inflow,145499.1,181-365d,0.25,0.1191090871400936,2022-06-22
CF0146,BM,CorporateDeposit,Inflow,303060.05,181-365d,0.25,0.9503224750896593,2023-06-01
CF0147,BM,CommitmentDraw,Inflow,203630.23,2-7d,1.0,0.9683760628056101,2021-12-30
CF0148,JE,CorporateDeposit,Inflow,78288.86,91-180d,0.5,0.9533136318108897,2024-02-06
CF0149,KY,CommitmentDraw,Inflow,542887.04,>1y,0.0,0.924859498357157,2022-10-28
CF0150,KY,SecurityMaturity,Outflow,-84174.12,>1y,0.0,0.2364431484526024,2019-07-26
CF0151,KY,SecurityMaturity,Outflow,-317525.75,<2d,1.0,0.42141976934976166,2020-04-18
CF0152,GU,SecurityMaturity,Outflow,-261929.49,<2d,1.0,0.16106520760639542,2022-06-23
CF0153,BM,RetailDeposit,Outflow,-172039.84,181-365d,0.25,0.3419148789588139,2019-12-31
CF0154,GU,RetailDeposit,Inflow,257922.37,<2d,1.0,0.09923231004717203,2023-07-15
CF0155,KY,LoanRepayment,Outflow,-393556.62,31-90d,0.5,0.16155968645425633,2020-10-12
CF0156,GU,LoanRepayment,Outflow,-206566.44,91-180d,0.5,0.2870475338031021,2019-07-09
CF0157,GU,CommitmentDraw,Outflow,-705326.54,>1y,0.0,0.32357435178247795,2020-04-06
CF0158,GU,RetailDeposit,Outflow,-230214.42,>1y,0.0,0.7598685024957329,2020-03-10
CF0159,BM,CommitmentDraw,Outflow,-147329.32,<2d,1.0,0.2655275064470881,2023-10-18
CF0160,BM,CommitmentDraw,Outflow,-85236.41,8-30d,1.0,0.707643513758212,2024-03-13
CF0161,KY,SecurityMaturity,Outflow,-199854.74,>1y,0.0,0.24525149097510823,2023-06-01
CF0162,KY,RetailDeposit,Outflow,-248364.59,<2d,1.0,0.6733348473346216,2022-08-23
CF0163,GU,SecurityMaturity,Inflow,120873.87,2-7d,1.0,0.05866017026643522,2021-02-22
CF0164,BM,DerivativesCF,Inflow,29744.1,2-7d,1.0,0.7119963522650448,2021-11-16
CF0165,KY,CommitmentDraw,Inflow,190216.75,181-365d,0.25,0.33220535487079006,2023-07-23
CF0166,GU,SecurityMaturity,Outflow,-198947.88,181-365d,0.25,0.7544602949313685,2022-11-21
CF0167,GU,SecurityMaturity,Inflow,61529.82,181-365d,0.25,0.5448380437380229,2020-02-26
CF0168,BM,DerivativesCF,Outflow,-14979.73,2-7d,1.0,0.11639536411587426,2020-09-14
CF0169,KY,CorporateDeposit,Outflow,-370856.31,91-180d,0.5,0.9531834767539749,2024-01-01
CF0170,KY,LoanRepayment,Inflow,63305.59,<2d,1.0,0.38990955956137685,2023-08-01
CF0171,BM,CorporateDeposit,Inflow,42676.27,181-365d,0.25,0.7692393949534659,2021-06-23
CF0172,BM,CommitmentDraw,Inflow,13885.26,31-90d,0.5,0.09838589000153919,2024-05-08
CF0173,BM,DerivativesCF,Outflow,-3029.61,31-90d,0.5,0.5927927186968915,2023-06-02
CF0174,BM,CommitmentDraw,Outflow,-251892.32,181-365d,0.25,0.6478948746257389,2022-10-26
CF0175,KY,LoanRepayment,Outflow,-363441.53,8-30d,1.0,0.4770543488691691,2019-12-17
CF0176,GU,DerivativesCF,Outflow,-74712.79,>1y,0.0,0.4810520727998563,2020-07-15
CF0177,BM,LoanRepayment,Inflow,72541.29,91-180d,0.5,0.2342317407042589,2022-09-23
CF0178,KY,CommitmentDraw,Outflow,-102097.55,181-365d,0.25,0.08306616756639862,2022-05-05
CF0179,KY,CommitmentDraw,Inflow,170543.01,2-7d,1.0,0.7984130634379747,2023-05-13
CF0180,BM,DerivativesCF,Outflow,-10119.28,91-180d,0.5,0.9220404784708816,2020-06-24
CF0181,BM,SecurityMaturity,Inflow,174634.17,>1y,0.0,0.9716221629010521,2021-12-29
CF0182,BM,LoanRepayment,Outflow,-320.99,181-365d,0.25,0.2526089238015776,2021-12-21
CF0183,JE,CommitmentDraw,Outflow,-339275.4,>1y,0.0,0.4952674000790168,2020-12-06
CF0184,KY,RetailDeposit,Inflow,279595.48,31-90d,0.5,0.7129216637007314,2020-11-13
CF0185,BM,CommitmentDraw,Outflow,-409794.17,31-90d,0.5,0.16531516329525775,2023-11-19
CF0186,BM,RetailDeposit,Inflow,364170.23,91-180d,0.5,0.8134760881825197,2020-11-15
CF0187,GU,CorporateDeposit,Inflow,78028.47,<2d,1.0,0.1235155300597538,2023-12-30
CF0188,KY,SecurityMaturity,Inflow,242131.56,181-365d,0.25,0.13791915704430324,2023-10-07
CF0189,KY,DerivativesCF,Inflow,32141.79,<2d,1.0,0.9858215548120048,2023-11-28
CF0190,BM,CommitmentDraw,Inflow,20516.4,8-30d,1.0,0.5540914892594552,2022-05-28
CF0191,KY,RetailDeposit,Outflow,-117971.68,31-90d,0.5,0.4553430383299646,2021-01-09
CF0192,GU,CommitmentDraw,Inflow,33529.83,31-90d,0.5,0.08592703305739158,2021-12-03
CF0193,BM,RetailDeposit,Outflow,-254077.94,181-365d,0.25,0.6105514041914752,2023-12-25
CF0194,BM,CommitmentDraw,Inflow,158142.84,181-365d,0.25,0.34059577335448654,2022-12-25
CF0195,BM,RetailDeposit,Inflow,100771.29,2-7d,1.0,0.927459449750015,2020-03-09
CF0196,BM,CorporateDeposit,Inflow,530327.7,<2d,1.0,0.07906131037448827,2022-04-19
CF0197,BM,SecurityMaturity,Outflow,-158660.95,181-365d,0.25,0.5862931077235837,2022-05-17
CF0198,BM,LoanRepayment,Inflow,52389.96,181-365d,0.25,0.8050414751978894,2022-02-23
CF0199,KY,SecurityMaturity,Outflow,-294760.57,>1y,0.0,0.8483876619107962,2022-06-19
CF0200,KY,CorporateDeposit,Inflow,95311.17,181-365d,0.25,0.8626541793093337,2020-06-06
CF0201,KY,SecurityMaturity,Outflow,-129658.09,2-7d,1.0,0.8839940810844222,2021-10-22
CF0202,BM,RetailDeposit,Inflow,86367.45,8-30d,1.0,0.736884090930043,2022-08-09
CF0203,KY,LoanRepayment,Inflow,29979.55,<2d,1.0,0.5043836560349773,2021-01-19
CF0204,GU,CommitmentDraw,Inflow,73810.63,<2d,1.0,0.6485307777035858,2023-08-24
CF0205,BM,DerivativesCF,Inflow,210513.37,2-7d,1.0,0.27331512325431095,2020-02-08
CF0206,JE,SecurityMaturity,Outflow,-103926.82,8-30d,1.0,0.14429251025335654,2020-03-25
CF0207,BM,LoanRepayment,Inflow,124474.8,181-365d,0.25,0.0607775099042257,2020-07-22
CF0208,KY,SecurityMaturity,Inflow,139690.78,31-90d,0.5,0.30722789987183563,2019-10-20
CF0209,GU,LoanRepayment,Outflow,-69964.88,<2d,1.0,0.341000132432119,2023-04-06
CF0210,GU,SecurityMaturity,Outflow,-75143.19,>1y,0.0,0.12838922880253445,2023-04-07
CF0211,GU,RetailDeposit,Outflow,-5983.71,>1y,0.0,0.03575574058758424,2022-09-10
CF0212,GU,LoanRepayment,Outflow,-239134.57,2-7d,1.0,0.07354121537929759,2023-07-29
CF0213,KY,SecurityMaturity,Inflow,158349.55,91-180d,0.5,0.4530749336515436,2020-07-09
CF0214,BM,SecurityMaturity,Outflow,-314846.9,91-180d,0.5,0.07162762574879566,2023-08-30
CF0215,BM,DerivativesCF,Inflow,273158.29,91-180d,0.5,0.2889420764560179,2019-12-30
CF0216,BM,LoanRepayment,Outflow,-452003.43,181-365d,0.25,0.5212112060927886,2019-08-20
CF0217,KY,RetailDeposit,Inflow,342947.71,<2d,1.0,0.6057271775149923,2022-01-28
CF0218,BM,DerivativesCF,Inflow,101230.07,31-90d,0.5,0.4361709417893579,2024-03-11
CF0219,KY,SecurityMaturity,Inflow,117057.03,2-7d,1.0,0.9710600090056724,2024-03-04
CF0220,KY,LoanRepayment,Outflow,-263933.67,8-30d,1.0,0.8535773246233176,2023-11-01
CF0221,KY,DerivativesCF,Inflow,327292.62,<2d,1.0,0.6024873824930566,2020-11-28
CF0222,KY,SecurityMaturity,Outflow,-110149.35,>1y,0.0,0.19371386193744,2021-01-31
CF0223,KY,RetailDeposit,Inflow,171458.75,31-90d,0.5,0.6240361438541275,2021-03-01
CF0224,JE,SecurityMaturity,Inflow,639440.63,91-180d,0.5,0.04199747379058638,2022-01-05
CF0225,KY,DerivativesCF,Outflow,-139535.24,<2d,1.0,0.04833004381890782,2022-04-29
CF0226,BM,SecurityMaturity,Inflow,55806.4,181-365d,0.25,0.5912092094516151,2022-12-23
CF0227,KY,RetailDeposit,Inflow,31875.23,91-180d,0.5,0.7781338274311498,2019-08-29
CF0228,BM,DerivativesCF,Outflow,-99683.55,2-7d,1.0,0.816928098174219,2023-04-09
CF0229,KY,SecurityMaturity,Outflow,-24425.77,<2d,1.0,0.14452971150417204,2021-06-18
CF0230,BM,SecurityMaturity,Outflow,-309795.66,91-180d,0.5,0.3056385872451157,2021-12-17
CF0231,KY,DerivativesCF,Inflow,420908.25,>1y,0.0,0.2712989365955273,2021-09-01
CF0232,BM,CorporateDeposit,Inflow,445416.92,2-7d,1.0,0.20276109524596575,2021-12-11
CF0233,KY,DerivativesCF,Outflow,-99996.38,8-30d,1.0,0.8457712596034653,2020-05-05
CF0234,KY,SecurityMaturity,Inflow,239803.86,31-90d,0.5,0.6092346509600668,2023-07-04
CF0235,JE,DerivativesCF,Inflow,110412.26,31-90d,0.5,0.42854285530018843,2023-06-13
CF0236,BM,RetailDeposit,Outflow,-303346.37,181-365d,0.25,0.423216198820741,2021-04-20
CF0237,KY,LoanRepayment,Outflow,-89220.25,181-365d,0.25,0.6316674633816156,2023-01-20
CF0238,GU,DerivativesCF,Inflow,222662.87,31-90d,0.5,0.13511964915119712,2022-07-05
CF0239,BM,CorporateDeposit,Outflow,-163489.7,<2d,1.0,0.14675086746889554,2019-09-21
CF0240,GU,CorporateDeposit,Outflow,-149190.84,>1y,0.0,0.8520425164702574,2022-05-05
CF0241,GU,CommitmentDraw,Inflow,49011.67,31-90d,0.5,0.6385186964719599,2020-10-22
CF0242,BM,LoanRepayment,Outflow,-293455.66,<2d,1.0,0.2591404302822602,2022-05-10
CF0243,KY,DerivativesCF,Inflow,76640.85,31-90d,0.5,0.34985388093382386,2024-02-16
CF0244,BM,CorporateDeposit,Inflow,25459.64,8-30d,1.0,0.726738529327317,2021-07-01
CF0245,JE,SecurityMaturity,Inflow,55470.15,2-7d,1.0,0.6527750606008939,2022-10-08
CF0246,KY,RetailDeposit,Inflow,308378.1,91-180d,0.5,0.4030233581521345,2020-11-26
CF0247,KY,SecurityMaturity,Outflow,-54324.29,2-7d,1.0,0.927263910335495,2020-01-21
CF0248,BM,LoanRepayment,Outflow,-742638.07,8-30d,1.0,0.8618751144523789,2020-09-27
CF0249,BM,CorporateDeposit,Inflow,315228.4,181-365d,0.25,0.17946187096912114,2020-10-16
CF0250,BM,DerivativesCF,Inflow,1730.43,<2d,1.0,0.8178617789483738,2022-03-17
CF0251,BM,DerivativesCF,Outflow,-23844.64,181-365d,0.25,0.21583693444133734,2024-01-07
CF0252,BM,CommitmentDraw,Inflow,7757.27,>1y,0.0,0.686480927213721,2019-11-05
CF0253,BM,RetailDeposit,Outflow,-225672.57,91-180d,0.5,0.03864459699064127,2021-08-16
CF0254,BM,CorporateDeposit,Outflow,-52341.35,181-365d,0.25,0.6278839230755277,2022-05-12
CF0255,KY,RetailDeposit,Outflow,-33008.05,>1y,0.0,0.8888996376368596,2024-05-08
CF0256,JE,DerivativesCF,Outflow,-18497.32,8-30d,1.0,0.7505349203974973,2024-03-24
CF0257,KY,LoanRepayment,Outflow,-461495.96,8-30d,1.0,0.28317843744052174,2022-12-02
CF0258,BM,LoanRepayment,Outflow,-55207.81,91-180d,0.5,0.600067084003201,2020-09-02
CF0259,KY,LoanRepayment,Inflow,76508.43,>1y,0.0,0.39512536481081983,2023-12-12
CF0260,KY,DerivativesCF,Outflow,-225113.66,91-180d,0.5,0.7873811604369682,2023-01-25
CF0261,KY,DerivativesCF,Outflow,-38640.38,2-7d,1.0,0.8421380455765233,2019-07-12
CF0262,JE,CommitmentDraw,Outflow,-55651.66,<2d,1.0,0.45871754146824684,2020-12-27
CF0263,KY,CommitmentDraw,Outflow,-58395.17,<2d,1.0,0.5721576391827156,2023-08-07
CF0264,GU,DerivativesCF,Outflow,-189591.83,31-90d,0.5,0.7333160200786659,2021-02-25
CF0265,BM,DerivativesCF,Outflow,-101863.73,<2d,1.0,0.915339223067868,2019-10-07
CF0266,JE,RetailDeposit,Outflow,-315394.5,31-90d,0.5,0.27185704770156816,2020-11-27
CF0267,GU,DerivativesCF,Inflow,10379.15,31-90d,0.5,0.05768091971071965,2024-02-03
